"vess","yr","month","tech_1","tech_2","tech_3","lat","lon","catch"
"ID_11",1989,7,0,0,0,382,264,0.0241889488660852
"ID_18",1985,6,1,0,0,18,425,1.81038431250836
"ID_8",1986,8,0,0,0,145,518,18.3772776149265
"ID_17",1989,4,1,0,0,33,433,0.52713734367543
"ID_17",1998,9,1,0,0,159,373,86.4479366528515
"ID_2",2000,5,1,1,0,317,100,70.8375054380535
"ID_19",2005,2,1,1,1,275,396,47.1917434737132
"ID_19",1986,5,0,0,0,257,115,5.3326657020008
"ID_6",1996,1,1,1,0,289,229,107.501807334255
"ID_3",1996,4,1,0,0,162,26,58.3377501816579
"ID_20",1992,8,1,1,0,16,397,0.889263039691471
"ID_4",1985,12,1,0,0,241,369,16.8507190429547
"ID_12",1984,6,0,0,0,366,421,4.75361752519185
"ID_15",1980,8,0,0,0,130,586,52.0057423463969
"ID_14",2001,10,1,1,0,325,106,45.728561967698
"ID_4",1998,9,1,1,0,130,514,36.7126605600634
"ID_17",1981,7,0,0,0,303,290,13.2393343682911
"ID_7",1985,8,0,0,0,144,411,165.509785166789
"ID_11",2002,11,1,1,1,185,87,124.907745560676
"ID_14",2006,11,1,1,0,190,408,45.4899800271043
"ID_4",2000,7,1,1,0,38,540,0.320587767942921
"ID_18",2001,12,1,1,0,70,41,133.582746956466
"ID_11",1992,3,0,0,0,36,554,4.26783001307681
"ID_16",1992,6,1,1,1,225,434,112.212706238655
"ID_6",1994,1,1,1,0,127,383,136.157544807441
"ID_3",2001,11,1,1,1,73,280,36.0725093107801
"ID_17",2006,1,1,1,0,318,389,6.78751555561517
"ID_20",2000,2,1,1,0,378,555,0.0000528134746779287
"ID_17",1998,2,1,0,0,166,75,68.7426592798375
"ID_12",1996,1,1,0,0,185,58,70.3768931812724
"ID_1",1980,4,0,0,0,382,92,25.691094506371
"ID_2",1991,2,0,0,0,132,47,20.763719088949
"ID_2",1982,7,0,0,0,267,341,13.0334866348203
"ID_16",1987,12,1,0,0,110,339,1.46916936702681
"ID_16",1988,2,1,0,0,131,371,20.9875848264149
"ID_18",2004,2,1,1,0,226,211,18.1441389581299
"ID_14",1985,11,0,0,0,255,356,15.1765669249728
"ID_6",1996,6,1,1,0,382,264,0.27217376983931
"ID_5",2000,6,1,1,0,197,63,240.918148784687
"ID_4",1992,8,1,0,0,236,373,111.86895653719
"ID_3",2007,6,1,1,1,51,344,29.8677914227798
"ID_3",1985,8,0,0,0,89,414,35.595416747635
"ID_14",1987,8,0,0,0,205,296,14.2534450873066
"ID_14",2003,10,1,1,0,391,345,0.0812800867215147
"ID_19",1989,11,1,0,0,129,363,8.1989730832596
"ID_2",2000,6,1,1,0,75,200,21.1822760852527
"ID_13",1998,7,1,0,0,41,319,2.5149164909659
"ID_9",1996,11,1,0,0,157,251,12.0323514379368
"ID_16",1996,12,1,1,1,275,149,19.547260173651
"ID_16",1984,2,0,0,0,243,364,20.7816652056297
"ID_11",1986,4,0,0,0,72,238,11.4130240004963
"ID_4",2002,10,1,1,0,321,548,0.00305854310998225
"ID_6",1980,7,0,0,0,235,172,36.1417528029613
"ID_15",2008,3,1,1,0,76,345,29.6021973561867
"ID_3",1991,4,1,0,0,344,70,30.7655414342238
"ID_8",1997,10,1,0,0,209,182,48.626291477864
"ID_9",1997,9,1,0,0,62,50,49.978907247944
"ID_12",1986,12,0,0,0,183,220,75.2639158169106
"ID_19",1992,3,1,1,0,69,113,43.9090130235228
"ID_15",2006,11,1,1,0,102,331,70.89433434322
"ID_3",2007,3,1,1,1,164,350,13.4010345883213
"ID_12",1990,5,1,0,0,256,531,0.631830981246756
"ID_19",1987,2,0,0,0,316,36,9.63293928861811
"ID_20",1999,9,1,1,0,78,196,22.1320804609062
"ID_14",2001,4,1,1,0,83,230,3.06749006852617
"ID_13",2004,5,1,1,0,95,15,31.4320965432992
"ID_14",2007,8,1,1,0,119,535,0.794216972533177
"ID_6",2006,8,1,1,1,215,140,238.066922746544
"ID_5",1986,8,1,0,0,24,568,7.09480962091159
"ID_11",1986,9,0,0,0,383,83,9.26689200521231
"ID_10",1988,10,0,0,0,69,245,7.50301981303507
"ID_2",1996,5,1,0,0,193,246,9.82791726597666
"ID_2",1980,6,0,0,0,347,532,39.5794954552637
"ID_14",1988,10,0,0,0,254,88,3.44892598032671
"ID_15",2001,3,1,1,0,298,240,19.6318775436542
"ID_20",2006,8,1,1,0,141,435,17.322216116826
"ID_20",1980,2,0,0,0,335,45,68.2214417439319
"ID_12",1987,6,1,0,0,113,482,27.9887840584872
"ID_12",2004,10,1,1,0,85,27,54.6188139639611
"ID_12",1987,5,1,0,0,175,110,18.4527134783161
"ID_16",1998,10,1,1,1,12,334,1.11351041384743
"ID_8",1981,12,0,0,0,233,396,33.8437649200577
"ID_19",2001,1,1,1,0,209,82,58.7624064188368
"ID_1",1991,6,1,1,0,60,514,46.2538967804821
"ID_5",1982,2,0,0,0,41,299,41.0983663989666
"ID_6",1997,1,1,1,0,326,78,20.619389862745
"ID_18",1991,5,1,0,0,211,274,57.3919419714642
"ID_10",2004,9,1,1,1,95,476,42.3078245711621
"ID_13",1982,9,0,0,0,130,331,21.4936779772815
"ID_2",1997,4,1,0,0,284,240,45.9478252815012
"ID_10",2004,2,1,1,1,259,575,0.000872738087276872
"ID_5",1992,2,1,0,0,213,265,10.1299961571168
"ID_5",2003,6,1,1,0,75,71,190.845474360201
"ID_15",1983,10,0,0,0,245,227,70.8813998719276
"ID_15",1981,11,0,0,0,20,544,156.987505371363
"ID_13",1996,8,1,0,0,86,302,3.46014730718879
"ID_12",2004,9,1,1,0,253,498,0.863705814928984
"ID_10",2002,3,1,1,1,217,416,243.432805302384
"ID_15",2009,8,1,1,0,54,223,2.95168893040209
"ID_9",1980,9,0,0,0,107,514,39.9361024531446
"ID_6",1996,11,1,1,0,90,300,5.79297197831342
"ID_17",1997,4,1,0,0,141,549,22.8021748413495
"ID_8",1993,10,1,0,0,40,147,86.359112806419
"ID_3",2006,4,1,1,1,30,570,0.00737482580404124
"ID_2",1988,5,0,0,0,225,33,14.5645048961154
"ID_4",1989,2,1,0,0,191,499,21.6585463364256
"ID_5",1999,4,1,1,0,110,459,151.649139868946
"ID_19",1998,10,1,1,0,142,539,10.502172036216
"ID_19",1994,6,1,1,0,235,521,2.77667026083487
"ID_4",1982,9,0,0,0,267,277,45.5650841560507
"ID_18",1981,10,0,0,0,95,467,27.8141899738394
"ID_18",1990,3,1,0,0,238,84,10.0898079337452
"ID_18",1999,4,1,1,0,327,291,1.37112213231389
"ID_20",2003,8,1,1,0,328,351,8.06246473822218
"ID_10",2002,8,1,1,1,148,344,124.2897010954
"ID_5",1986,1,1,0,0,299,160,9.47042749016221
"ID_7",1980,10,0,0,0,28,240,117.050927055783
"ID_13",2002,7,1,0,0,63,84,120.278318827369
"ID_14",1999,4,1,1,0,341,221,3.3269608934655
"ID_4",2002,8,1,1,0,361,494,0.0997584877409717
"ID_9",1996,11,1,0,0,336,538,0.0116683792618507
"ID_4",1997,11,1,1,0,284,566,0.0171491313491349
"ID_20",1998,2,1,1,0,145,376,104.652985321929
"ID_4",2007,4,1,1,0,178,197,32.5797277707226
"ID_20",1981,8,0,0,0,285,483,136.340748792079
"ID_18",2008,1,1,1,0,179,237,20.9955036092828
"ID_7",1993,11,1,0,0,246,488,37.4011478146143
"ID_5",2001,8,1,1,0,125,175,50.004680107374
"ID_9",1990,2,1,0,0,36,482,20.1739637896339
"ID_2",2005,11,1,1,0,359,182,7.71994987859102
"ID_4",1980,10,0,0,0,336,326,0.763069658667786
"ID_18",2006,6,1,1,0,252,441,19.8709620448606
"ID_1",2006,5,1,1,1,383,512,0.000704604950308635
"ID_9",1986,3,1,0,0,47,397,9.31292636786505
"ID_19",2009,2,1,1,1,175,275,13.8307576339172
"ID_3",1992,10,1,0,0,25,182,19.0396071306263
"ID_6",1985,9,1,0,0,172,506,45.4403184917386
"ID_7",1980,9,0,0,0,127,543,70.7435299689442
"ID_17",2009,11,1,1,0,352,189,0.753306157473429
"ID_4",2009,11,1,1,0,294,30,3.87312195886346
"ID_2",1997,2,1,0,0,338,146,106.884745611052
"ID_9",1981,8,0,0,0,387,29,15.653895941145
"ID_16",1999,10,1,1,1,366,499,0.741663206758328
"ID_16",1991,4,1,1,0,215,170,43.22126559002
"ID_3",1983,6,0,0,0,331,364,48.7872191444603
"ID_18",1983,7,0,0,0,23,71,32.2826669000063
"ID_3",1992,1,1,0,0,48,509,58.9137097146578
"ID_9",1993,5,1,0,0,30,27,55.8276492142777
"ID_17",1982,6,0,0,0,280,418,168.010807647349
"ID_11",1996,11,1,1,0,46,469,7.41535450206275
"ID_20",1993,4,1,1,0,379,117,41.6212928193377
"ID_7",1983,8,0,0,0,245,162,32.3649992967705
"ID_2",1984,10,0,0,0,12,311,8.69903688089656
"ID_16",2002,9,1,1,1,101,19,103.770830887377
"ID_20",2008,8,1,1,0,130,254,17.7977120028199
"ID_3",2007,2,1,1,1,283,379,28.9694993975796
"ID_5",1986,3,1,0,0,171,402,59.1392788991484
"ID_15",1981,11,0,0,0,10,52,68.4698052236408
"ID_11",1994,5,1,0,0,350,258,0.124793672760584
"ID_1",2005,2,1,1,1,331,428,5.38424273288379
"ID_11",1995,7,1,0,0,96,216,22.7325255309131
"ID_19",1994,7,1,1,0,179,215,32.5300482627799
"ID_8",2005,4,1,1,0,44,191,13.406793203148
"ID_11",1989,6,0,0,0,35,25,8.60838446595529
"ID_1",2004,1,1,1,1,244,31,26.7927055704512
"ID_6",1996,11,1,1,0,124,121,31.0333177649053
"ID_19",1991,11,1,1,0,82,203,11.0238787758313
"ID_5",1984,4,0,0,0,393,419,0.356351154637747
"ID_6",1984,2,0,0,0,361,26,25.8043858410694
"ID_7",2004,6,1,1,0,226,297,63.6667039620444
"ID_18",1998,6,1,1,0,376,28,18.3018333138469
"ID_1",1993,2,1,1,0,15,177,15.6842587556369
"ID_12",1980,10,0,0,0,232,40,43.706900097399
"ID_19",1991,6,1,1,0,248,534,0.82391859976901
"ID_2",1983,3,0,0,0,367,248,5.35925710483673
"ID_19",2009,8,1,1,1,377,61,26.3405756482784
"ID_10",2008,10,1,1,1,156,32,103.304359243344
"ID_20",1990,10,1,0,0,242,340,34.7996317151936
"ID_3",2001,9,1,1,1,222,142,247.375685877082
"ID_7",1989,9,1,0,0,26,440,0.568315206523792
"ID_13",2005,4,1,1,0,182,444,48.8781922580199
"ID_9",1990,12,1,0,0,149,57,26.0043202092034
"ID_1",2002,9,1,1,1,48,14,83.3822080890621
"ID_18",1983,6,0,0,0,88,570,39.4120929051098
"ID_9",1998,8,1,1,0,115,88,71.1831683364076
"ID_14",2005,12,1,1,0,171,488,13.7832321940793
"ID_5",2006,8,1,1,0,320,149,23.5379583157891
"ID_12",1999,9,1,1,0,147,454,158.425365540751
"ID_10",1984,10,0,0,0,311,128,6.79030968608007
"ID_9",1995,7,1,0,0,66,402,7.89406741544377
"ID_15",1991,10,0,0,0,282,566,0.0245546981348613
"ID_15",1997,1,1,0,0,172,336,193.37580423366
"ID_19",2007,4,1,1,1,364,536,0.0000431866926632857
"ID_15",2001,11,1,1,0,162,491,76.741009086102
"ID_9",2003,5,1,1,0,376,504,0.00822177765225635
"ID_8",2008,3,1,1,0,338,218,0.532965872122332
"ID_15",1990,6,0,0,0,219,252,23.8231891705194
"ID_8",1993,6,1,0,0,129,550,6.64146900831081
"ID_20",2003,2,1,1,0,109,183,23.8387993039231
"ID_12",1993,2,1,0,0,171,156,11.8161778891446
"ID_17",1986,2,0,0,0,88,479,16.6623764031877
"ID_14",1983,4,0,0,0,332,441,32.4522791811372
"ID_15",2009,1,1,1,0,117,464,28.1721773120274
"ID_8",1998,1,1,0,0,133,342,141.124402256877
"ID_3",1985,6,0,0,0,8,350,0.173055162937319
"ID_10",2002,10,1,1,1,97,492,38.5086018411129
"ID_5",1989,3,1,0,0,225,507,7.18219497783208
"ID_17",1986,11,0,0,0,155,176,16.0718949394299
"ID_5",2003,9,1,1,0,305,145,11.069328444066
"ID_13",2000,5,1,0,0,223,481,20.5384401082164
"ID_15",2001,2,1,1,0,37,30,42.4285531582906
"ID_4",2004,8,1,1,0,242,580,0.00222471091224283
"ID_1",2008,5,1,1,1,197,54,42.9827441774047
"ID_9",1986,10,1,0,0,280,102,8.28381957850319
"ID_16",1980,6,0,0,0,136,356,7.31346872333071
"ID_17",2001,11,1,0,0,79,58,79.1731558739436
"ID_15",1983,12,0,0,0,306,555,8.71218090871282
"ID_20",1993,9,1,1,0,141,113,17.3620690624274
"ID_2",1981,6,0,0,0,171,548,72.7909459135885
"ID_18",2004,11,1,1,0,196,483,6.35181353474788
"ID_16",1984,9,0,0,0,152,178,3.75574441026611
"ID_11",1985,4,0,0,0,339,147,78.1741097135643
"ID_7",1994,3,1,0,0,343,380,0.220424234613214
"ID_5",1999,10,1,1,0,101,454,81.0750399806162
"ID_20",1998,1,1,1,0,321,173,31.1969936432304
"ID_1",1988,3,1,0,0,160,444,53.9171478811894
"ID_19",1991,11,1,1,0,290,216,3.12270456689834
"ID_18",1993,11,1,0,0,314,577,0.00459739881220616
"ID_11",1996,7,1,1,0,290,248,53.2561230510826
"ID_17",1998,9,1,0,0,78,318,35.7288070411491
"ID_17",1982,2,0,0,0,195,435,321.740777207847
"ID_15",2004,11,1,1,0,389,15,15.2096047166596
"ID_7",2005,11,1,1,0,291,160,5.39748375338352
"ID_16",1995,6,1,1,1,133,321,89.147223701768
"ID_13",1987,5,1,0,0,31,24,16.357282305901
"ID_10",1981,5,0,0,0,303,443,229.026498972532
"ID_1",1995,3,1,1,1,282,476,14.6915758720212
"ID_9",1987,9,1,0,0,193,460,24.0196698442238
"ID_9",1989,1,1,0,0,209,78,54.7398432534531
"ID_2",1980,5,0,0,0,157,477,112.619590211547
"ID_3",1989,12,1,0,0,298,448,5.59637857238696
"ID_20",1984,8,0,0,0,244,95,9.29084086542716
"ID_17",2002,2,1,0,0,192,191,96.8956101874137
"ID_12",1999,7,1,1,0,227,259,195.457387726833
"ID_13",1981,11,0,0,0,230,522,7.97153347567904
"ID_19",2008,1,1,1,1,123,294,67.8600206234485
"ID_5",1982,9,0,0,0,242,518,66.2082903404493
"ID_1",1994,8,1,1,0,96,240,16.5314864117506
"ID_8",1983,6,0,0,0,277,558,8.0684864942563
"ID_16",2006,3,1,1,1,326,447,2.55825002768414
"ID_7",2002,2,1,0,0,58,76,84.5071701853222
"ID_9",1993,3,1,0,0,232,516,5.77935104508534
"ID_18",1995,6,1,1,0,31,107,82.1681546992156
"ID_18",2008,10,1,1,0,297,282,25.7795654708336
"ID_15",1993,5,1,0,0,109,114,71.9798644689248
"ID_13",1992,9,1,0,0,175,318,7.8813991233693
"ID_9",1993,9,1,0,0,207,46,37.1947938981835
"ID_9",2001,8,1,1,0,220,107,102.862458244944
"ID_7",2005,8,1,1,0,113,267,7.73174031112658
"ID_6",1997,5,1,1,0,30,139,53.9866796749357
"ID_13",2003,10,1,0,0,166,193,23.4285112180859
"ID_19",1997,12,1,1,0,288,267,60.8176361184974
"ID_8",1986,10,0,0,0,66,398,9.26932790037313
"ID_3",1983,1,0,0,0,234,122,20.7409688007001
"ID_12",2001,7,1,1,0,110,376,82.2417250549913
"ID_4",1993,1,1,0,0,229,77,8.09430215734923
"ID_3",2005,3,1,1,1,126,302,139.747682460206
"ID_5",2006,9,1,1,0,348,60,37.0364755654302
"ID_5",1997,5,1,1,0,378,169,110.617515151764
"ID_3",1996,5,1,0,0,187,195,47.9090853885281
"ID_19",1998,11,1,1,0,74,386,5.74180964163685
"ID_12",1986,5,0,0,0,242,463,22.6842109233646
"ID_13",1987,11,1,0,0,139,261,25.2081986868803
"ID_1",1995,4,1,1,1,104,383,169.842493810514
"ID_6",1980,11,0,0,0,193,388,56.6226374242949
"ID_19",2008,8,1,1,1,123,402,24.5025240521113
"ID_20",1984,6,0,0,0,220,281,41.1308733775706
"ID_18",2002,3,1,1,0,206,281,37.9124585197821
"ID_20",1986,2,1,0,0,196,407,130.692187230552
"ID_16",2000,12,1,1,1,357,483,0.25056340697744
"ID_11",2005,6,1,1,1,241,247,17.5201496959665
"ID_12",2005,8,1,1,0,18,583,0.000516952535007932
"ID_11",1987,6,0,0,0,192,380,16.9411862294001
"ID_6",2001,1,1,1,1,377,39,117.181825928434
"ID_2",1996,4,1,0,0,67,179,31.8060019847497
"ID_11",2009,10,1,1,1,130,276,32.7264464863291
"ID_8",1983,3,0,0,0,378,117,29.986645859448
"ID_15",1987,6,0,0,0,218,464,47.943469566224
"ID_10",1995,6,1,1,0,102,290,2.6456080317187
"ID_20",1998,3,1,1,0,390,516,0.0768765804209992
"ID_20",2005,2,1,1,0,361,521,0.00103033699494489
"ID_6",1990,11,1,1,0,88,68,45.5540834751842
"ID_11",1993,5,1,0,0,80,150,22.0678139660471
"ID_7",1990,12,1,0,0,180,584,1.89855375255483
"ID_8",1982,4,0,0,0,185,415,228.231853412936
"ID_3",2001,11,1,1,1,303,414,113.991183557003
"ID_13",1992,12,1,0,0,119,345,9.25251555327928
"ID_14",1999,1,1,1,0,270,517,0.76419334979848
"ID_5",1987,11,1,0,0,94,485,22.7150825133602
"ID_2",2004,10,1,1,0,307,193,1.45941308775471
"ID_10",1991,4,1,0,0,67,65,35.4012104262952
"ID_3",2000,12,1,1,0,51,451,2.77677328368291
"ID_16",1985,1,0,0,0,28,365,0.174004657694585
"ID_5",1990,5,1,0,0,340,76,24.6780358678352
"ID_2",1983,11,0,0,0,388,517,0.128128777024229
"ID_17",2004,1,1,1,0,229,343,60.4129838286551
"ID_19",2008,4,1,1,1,309,467,0.479486375864413
"ID_14",1996,7,1,1,0,145,369,108.103537421977
"ID_10",1998,4,1,1,1,360,455,12.4232946183432
"ID_12",1996,8,1,0,0,133,560,11.8242612490735
"ID_10",1991,2,1,0,0,73,591,4.15589309838834
"ID_17",1989,10,1,0,0,326,31,8.87568915273069
"ID_4",1982,9,0,0,0,126,384,10.7650574571586
"ID_16",1997,12,1,1,1,374,555,0.00363203530242569
"ID_11",1995,12,1,0,0,148,540,25.711534082779
"ID_17",1987,6,0,0,0,203,160,34.6280884564094
"ID_13",2007,2,1,1,0,350,251,0.893998882970838
"ID_16",2008,3,1,1,1,32,126,68.0285443544202
"ID_5",1988,8,1,0,0,170,120,13.9893381982477
"ID_2",2006,6,1,1,0,257,411,25.768605828724
"ID_15",1991,2,0,0,0,17,243,12.1807276268204
"ID_13",1999,10,1,0,0,288,64,7.97646497596283
"ID_8",2001,6,1,0,0,227,328,43.6308302831086
"ID_6",1986,11,1,1,0,190,184,66.1454599131793
"ID_11",1993,6,1,0,0,225,463,26.2096982845113
"ID_8",1998,12,1,0,0,214,339,41.2811800596353
"ID_19",1981,12,0,0,0,380,527,19.3486245746405
"ID_10",1998,7,1,1,1,62,140,63.0550207280953
"ID_1",2008,8,1,1,1,170,441,46.5093071760499
"ID_15",1992,10,1,0,0,70,389,13.6914134843706
"ID_19",2009,10,1,1,1,325,462,0.211869497604936
"ID_1",2002,11,1,1,1,318,206,3.06284552407998
"ID_14",1985,2,0,0,0,240,497,21.3078625721623
"ID_11",1996,12,1,1,0,182,206,43.5615901968904
"ID_11",1980,8,0,0,0,296,267,14.7049878429948
"ID_6",1981,5,0,0,0,299,144,8.34552009991577
"ID_20",1993,1,1,1,0,388,360,0.000370566935525884
"ID_19",2005,8,1,1,1,31,314,11.4556142133537
"ID_13",1994,5,1,0,0,141,226,26.913883435062
"ID_2",1984,3,0,0,0,149,225,9.42955761045388
"ID_5",1991,5,1,0,0,292,328,32.8539335362594
"ID_18",1981,1,0,0,0,104,486,39.4641546988752
"ID_12",2004,8,1,1,0,133,485,40.0081488307991
"ID_14",1987,8,0,0,0,366,170,52.737960196618
"ID_2",1998,4,1,0,0,310,309,9.01806032699179
"ID_15",1996,6,1,0,0,39,205,12.9621341212657
"ID_9",2009,1,1,1,1,28,70,93.9417463729344
"ID_6",2007,6,1,1,1,320,64,32.2135044439005
"ID_16",1993,4,1,1,1,228,434,126.190553521168
"ID_11",1992,4,0,0,0,275,281,39.395618911912
"ID_19",2001,3,1,1,0,354,435,3.33522087409384
"ID_18",1999,6,1,1,0,297,70,17.8087220198716
"ID_4",1983,2,1,0,0,183,35,64.9407410108926
"ID_3",2002,2,1,1,1,117,366,77.0678622523465
"ID_18",2008,10,1,1,0,388,215,0.0242232565635258
"ID_11",1985,9,0,0,0,17,394,1.31568288960211
"ID_16",1995,12,1,1,1,120,167,54.7775478665482
"ID_16",1986,5,0,0,0,200,492,51.0842378759933
"ID_7",1993,12,1,0,0,331,550,0.0181879831870672
"ID_20",2001,10,1,1,0,155,588,3.07439145611845
"ID_18",1997,8,1,1,0,63,350,14.7216524777903
"ID_6",1996,12,1,1,0,50,293,0.597394405583281
"ID_7",1990,9,1,0,0,116,321,0.401027804511856
"ID_1",2009,1,1,1,1,328,573,0.000000166626927839635
"ID_2",2004,8,1,1,0,270,29,3.50073788654991
"ID_2",2005,4,1,1,0,322,41,23.4263319390315
"ID_1",1995,10,1,1,1,122,320,152.526999550182
"ID_8",2005,3,1,1,0,101,305,79.3933128665883
"ID_15",1991,9,0,0,0,177,352,48.1170107457395
"ID_5",1982,8,0,0,0,246,321,14.0803943048544
"ID_20",1991,2,1,0,0,122,383,46.0267690180396
"ID_17",1993,1,1,0,0,159,361,193.93742962152
"ID_10",2002,8,1,1,1,207,170,242.333017628189
"ID_18",1985,10,1,0,0,172,272,79.0849123765682
"ID_4",1993,9,1,0,0,156,126,4.77322112674134
"ID_3",1985,2,0,0,0,301,237,2.47597577907137
"ID_7",2005,6,1,1,0,269,220,19.0301276769205
"ID_4",2009,6,1,1,0,170,355,5.24003044943824
"ID_7",2002,4,1,0,0,287,503,2.5551640524765
"ID_4",2007,5,1,1,0,276,539,0.000719035820338402
"ID_4",1993,6,1,0,0,273,487,10.1200104548513
"ID_12",1987,2,1,0,0,130,492,25.5274573475044
"ID_6",2002,8,1,1,1,113,305,223.676704053652
"ID_15",1984,2,0,0,0,317,238,5.53105191562595
"ID_11",1980,5,0,0,0,92,52,50.0072281384669
"ID_5",1992,2,1,0,0,114,505,18.7949011093398
"ID_3",1995,7,1,0,0,98,453,16.4245331248456
"ID_7",1986,6,0,0,0,316,168,90.4638161097611
"ID_11",1983,1,0,0,0,51,239,46.1782023905622
"ID_13",2004,10,1,1,0,205,53,30.3244257296849
"ID_14",2008,4,1,1,0,186,156,43.6040234040708
"ID_19",1993,8,1,1,0,166,493,32.4271796446546
"ID_8",1994,5,1,0,0,322,64,9.36912432975505
"ID_12",2002,1,1,1,0,26,97,187.396398151464
"ID_7",2007,11,1,1,0,224,193,21.9840225134108
"ID_2",1983,2,0,0,0,360,561,0.256319355725566
"ID_14",2009,6,1,1,0,246,135,16.4289224500637
"ID_2",1987,6,0,0,0,273,364,71.8070929024163
"ID_17",2005,7,1,1,0,324,397,6.1630685648482
"ID_1",1981,5,0,0,0,189,336,107.900885597027
"ID_20",1996,1,1,1,0,386,73,39.1396951765684
"ID_2",1983,9,0,0,0,50,520,40.9249854009658
"ID_14",2005,7,1,1,0,180,80,21.4083992681736
"ID_1",1990,4,1,1,0,291,277,1.9698750846841
"ID_10",2004,3,1,1,1,94,230,2.16460903337588
"ID_17",1998,4,1,0,0,343,21,27.3874788375345
"ID_18",2007,12,1,1,0,25,10,7.2102763685615
"ID_11",2005,5,1,1,1,358,101,95.0322206364964
"ID_17",1980,1,0,0,0,170,65,205.307886197494
"ID_4",1987,2,1,0,0,262,517,25.8295019160209
"ID_7",1994,5,1,0,0,268,274,154.731899513404
"ID_10",2006,2,1,1,1,201,435,129.733123428666
"ID_8",1989,7,0,0,0,137,280,3.06469130287237
"ID_16",1993,2,1,1,1,143,234,28.302333241928
"ID_1",2003,6,1,1,1,87,167,36.8311370091652
"ID_12",1998,10,1,1,0,375,161,57.9557497861122
"ID_1",1999,8,1,1,1,244,431,109.506704323467
"ID_4",2008,7,1,1,0,200,178,59.3455120733005
"ID_13",2003,6,1,0,0,174,99,65.7589329881287
"ID_19",1995,9,1,1,0,36,69,25.7944598457268
"ID_19",1994,9,1,1,0,93,380,19.3001668627029
"ID_3",2004,12,1,1,1,69,504,8.10831385885607
"ID_1",1985,5,1,0,0,67,53,57.3957309877571
"ID_5",2008,9,1,1,0,80,260,31.1126199022253
"ID_18",2006,9,1,1,0,202,91,53.6864632806632
"ID_16",1995,11,1,1,1,287,48,12.4111876887523
"ID_15",1986,3,0,0,0,299,143,15.3399146069262
"ID_19",1987,9,0,0,0,24,279,2.38623684134613
"ID_10",1993,6,1,0,0,315,376,0.967957959118547
"ID_13",1996,11,1,0,0,105,509,66.3217577102458
"ID_7",2004,11,1,1,0,79,516,4.8199276190511
"ID_8",1996,4,1,0,0,312,211,37.5058160181847
"ID_2",1986,2,0,0,0,386,142,19.9206961454177
"ID_5",1984,11,0,0,0,160,325,23.2011829604038
"ID_12",1989,9,1,0,0,312,156,30.3746477970696
"ID_20",1992,4,1,1,0,361,313,0.00855233006881954
"ID_4",1984,3,1,0,0,247,401,68.6751770093581
"ID_6",1990,12,1,1,0,322,570,0.0001351216514249
"ID_19",1982,3,0,0,0,324,200,63.8211658779377
"ID_2",2002,5,1,1,0,148,520,23.565369286291
"ID_20",2008,9,1,1,0,135,552,0.445509988801205
"ID_9",1983,1,1,0,0,329,185,77.2857926304727
"ID_6",2009,8,1,1,1,266,249,56.2463079614648
"ID_8",2009,9,1,1,0,53,316,23.2348115556829
"ID_1",2007,6,1,1,1,199,56,93.8534275259129
"ID_2",2001,8,1,1,0,32,498,0.365443372742899
"ID_6",2009,11,1,1,1,107,241,13.8223919310004
"ID_4",2006,8,1,1,0,60,314,19.1812180657638
"ID_9",1997,4,1,0,0,288,395,7.55366627809413
"ID_15",1986,7,0,0,0,230,27,17.4385860306665
"ID_5",1993,9,1,0,0,152,185,19.0795944761657
"ID_3",2004,2,1,1,1,128,182,28.7014336378909
"ID_2",1997,10,1,0,0,177,146,54.7395566336102
"ID_8",1997,4,1,0,0,342,311,0.311318940930417
"ID_18",1993,3,1,0,0,122,174,12.7981153154136
"ID_5",2002,1,1,1,0,75,260,2.08012521823181
"ID_20",1997,2,1,1,0,300,533,0.62383091803466
"ID_4",2000,3,1,1,0,390,46,13.088376442019
"ID_16",2009,2,1,1,1,27,457,0.779364210168825
"ID_3",1999,8,1,1,0,334,250,0.209161744031235
"ID_15",1984,6,0,0,0,128,100,57.4299655780364
"ID_9",2003,9,1,1,0,46,111,75.2151234450242
"ID_15",2007,9,1,1,0,162,195,247.59593230241
"ID_13",2003,3,1,0,0,162,558,3.01260787791865
"ID_7",1992,4,1,0,0,22,519,60.694641567188
"ID_9",1981,6,0,0,0,134,52,53.3943435677674
"ID_13",1994,4,1,0,0,159,448,19.1241436017894
"ID_9",2002,5,1,1,0,240,461,42.9150673611802
"ID_18",1992,4,1,0,0,134,77,26.3735441791446
"ID_10",2008,2,1,1,1,344,399,8.07350505520551
"ID_9",2002,2,1,1,0,39,220,10.8612384762726
"ID_3",2009,10,1,1,1,351,56,93.4184557328581
"ID_13",1980,5,0,0,0,228,249,53.9913600910867
"ID_1",1980,8,0,0,0,193,386,77.2068143913454
"ID_6",1992,7,1,1,0,183,310,12.0137181495302
"ID_14",1981,11,0,0,0,165,185,17.3018033362227
"ID_8",2000,10,1,0,0,364,91,183.706902982687
"ID_10",1989,6,0,0,0,152,61,6.33116045533718
"ID_14",2007,11,1,1,0,119,216,2.27161302345757
"ID_11",2000,2,1,1,1,263,273,71.6727052514505
"ID_18",1981,4,0,0,0,100,74,96.3487554905192
"ID_16",2004,1,1,1,1,305,534,0.0498095413484812
"ID_9",2006,12,1,1,1,271,292,122.161277052788
